stop_I,lat,lon,name,city_center
929,48.15366,-1.692124,Paul-Emile Victor,0
930,48.154762,-1.686676,Discalceat,0
931,48.158874,-1.685178,Vivier Louis,0
932,48.159086,-1.680796,Camus,0
933,48.135601,-1.692926,Grand Quartier,0
934,48.148996,-1.656601,Maison Blanche,0
935,48.149378,-1.656411,Maison Blanche,0
936,48.134376,-1.694471,Grand Quartier,1
937,48.153536,-1.678717,Holywell,0
938,48.154635,-1.678763,Holywell,0
939,48.16014,-1.677217,Jean-Paul II,0
940,48.159961,-1.677102,Jean-Paul II,0
941,48.156979,-1.687239,Uttenreuth,0
942,48.17698,-1.721962,La Brosse,0
943,48.153909,-1.6969,Alphasis,0
944,48.154392,-1.69664,Alphasis,0
945,48.158103,-1.672049,Nobel,0
946,48.15835,-1.67217,Nobel,0
947,48.155286,-1.671435,Champ Daguet,0
948,48.158993,-1.676337,Ricoquais,0
949,48.151815,-1.684518,Forge,0
950,48.151909,-1.684413,Forge,0
951,48.148089,-1.696862,Edonia,0
952,48.147918,-1.696926,Edonia,0
953,48.135809,-1.692886,Grand Quartier,0
954,48.134628,-1.693705,Grand Quartier,1
955,48.138277,-1.671885,Kerfleury,0
956,48.15137,-1.69711,Kerguelen,0
957,48.151199,-1.697275,Kerguelen,0
958,48.138445,-1.672022,Kerfleury,0
959,48.148705,-1.697351,Edonia,0
960,48.046733,-1.710633,Croix aux Potiers,0
961,48.047893,-1.713543,Croix aux Potiers,0
962,48.033355,-1.71163,Chaussairie,0
963,48.037002,-1.712353,Taillebois,0
964,48.042325,-1.712032,Callouët,0
965,48.045906,-1.710086,Croix aux Potiers,0
966,48.045659,-1.710498,Croix aux Potiers,0
967,48.041413,-1.712515,Callouët,0
968,48.036817,-1.712545,Taillebois,0
969,48.033268,-1.707228,Parc de Loisirs,0
970,48.035455,-1.70627,Argoat,0
971,48.034611,-1.69941,Cornouaille,0
972,48.036918,-1.697008,Vieux Bourg,0
973,48.041376,-1.698416,Collège Pôle Sud,0
974,48.04169,-1.702632,Auditoire,0
975,48.042349,-1.706501,Chartres Centre,0
976,48.041976,-1.711045,Callouët,0
977,48.042323,-1.707466,Chartres Centre,0
